"pred","predicted","customer_id","est_income","hold_bal","pref_cust_prob","imp_cscore","RiskScore","card_offer","demographic_slice_AX03efs","demographic_slice_CARDIF2","country_reg_W","ad_exp_N"
"No",0,445471,35908.8848360389,1,0.924490656020452,616,807.661004741753,"0",1,0,1,0
"No",0,615871,34809.9433111536,3,0.178049268684154,667,631.437864278423,"0",1,0,1,0
"No",0,218325,50724.1948805216,8,0.0662098860866545,636,661.617548543398,"0",1,0,1,0
"No",0,250852,17189.7055667334,9,0.812457673012674,521,728.683588737936,"0",1,0,1,1
"No",0,219840,20187.0746429916,1,0.198290599540378,511,798.012279585443,"0",1,0,1,0
"No",0,972789,14079.9035913844,2,0.337401522355611,642,570.874189388342,"0",1,0,1,1
"No",0,628033,47389.7581955287,16.0484307797907,0.258698780690331,535,751.599568875972,"0",1,0,0,1
"No",0,489950,38940.9674180438,5,0.372985575959859,622,673.943691228249,"0",1,0,1,0
"No",0,313991,40458.104266784,1,0.68589843649717,631,685.471877489385,"0",1,0,1,1
"No",0,257211,76509.8450989294,22.964273458642,0.608463923475233,571,724.019647817264,"1",1,0,0,1
"No",0,246609,22687.0475191528,13,0.114047294619892,506,720.717442590405,"0",1,0,1,1
"No",0,317399,26283.5822492867,21.2132168890464,0.529805394799665,514,712.425649850405,"0",1,0,0,1
"No",0,274619,35926.7234918508,2,0.382332891280828,517,730.370700372153,"0",1,0,1,1
"No",0,176657,82511.4864827542,22.3035148170822,0.380033373476502,694,472.614474680909,"0",1,0,0,1
"No",0,546639,69939.8878208289,6,0.189324138873014,605,690.368065583356,"0",1,0,1,0
"No",0,672040,75936.761966707,27.4639253618333,0.468703594058061,582,698.876120207599,"1",1,0,0,1
"No",0,887458,17133.1068156538,2,0.20475081269907,560,550.542996920808,"0",1,0,1,1
"No",0,673376,36173.9547972738,16.9063210795606,0.163933847090949,607,716.684964382077,"0",1,0,0,0
"No",0,694788,28733.29070422,7,0.268888044267906,663,754.902830326448,"0",1,0,1,0
"No",0,871503,5903.1152764939,12,0.158527258703229,617,596.480044069025,"0",1,0,1,0
"No",0,515943,28377.0791451822,9.020754412955,0.213204773106073,675,584.239643993644,"0",1,0,0,1
"No",0,51070,4474.71255334903,4,0.365671344760893,527,790.792005294149,"0",1,0,1,0
"No",0,725240,59641.7016544918,10,0.0625743214660724,619,565.030028204668,"0",1,0,1,0
"No",0,806455,22664.3661450752,8,0.323758784782968,628,769.378649308394,"0",1,0,1,0
"No",0,880556,37449.9407793996,3,0.19562082284463,632,711.723537561742,"0",1,0,1,1
"No",0,7307,4124.07395727644,6,0.340423096199653,667,524.582227816423,"0",1,0,1,1
"No",0,621262,39796.2585147684,9,0.195549028982076,534,499.082029507369,"0",1,0,1,0
"No",0,520893,829.540858498411,9,0.0473836794817748,550,569.399005264061,"0",1,0,1,0
"No",0,589284,32031.1889856324,13.0195091833805,0.152814692806998,677,834.050041821298,"0",1,0,0,1
"No",0,349572,117197.199385753,6,0.279917147034092,515,727.453660524585,"0",1,0,1,1
"No",0,715962,1633.95884770997,14.0151823445223,0.376161328349519,644,598.796563243091,"0",1,0,0,1
"No",0,787555,28131.603190177,8,0.134797196665579,557,470.596574930444,"0",1,0,1,0
"No",0,132488,43039.8001540868,17.327706127492,0.556271356955196,677,790.034489861809,"0",1,0,0,1
"No",0,632627,3161.08121053789,7,0.670508249187207,579,763.433297136229,"0",1,0,1,0
"No",0,624451,3917.64632186008,11,0.30412568551681,581,565.699422915961,"0",1,0,1,0
"No",0,953785,22268.2811089969,27.1273972761007,0.0421097157411096,651,754.609746182599,"0",1,0,0,0
"No",0,870758,13365.1011839239,6,0.282363843308212,577,599.377150349363,"0",1,0,1,0
"No",0,240324,88705.6711689063,24.6625316422834,0.450808934774837,589,625.936177886807,"1",1,0,0,1
"No",0,779206,28267.803547245,5,0.738799678591917,584,501.154374856563,"0",1,0,1,0
"No",0,313724,34349.3862456404,12,0.200675419683646,569,619.557458434347,"0",1,0,1,1
"No",0,710141,8802.48042674796,27.6024555730915,0.171180154954002,503,565.996501096348,"0",1,0,0,0
"No",0,895028,38808.6935946983,7,0.194757299277626,638,683.749486359649,"0",1,0,1,0
"No",0,783882,91594.3357877037,22.7027026874145,0.0699166093729146,697,537.027775992512,"0",1,0,0,1
"No",0,940786,82548.4598834761,10,0.23615439271523,585,725.046185326035,"0",1,0,1,1
"No",0,592541,62717.631498264,22.0670621088168,0.631178787222989,575,493.744632412313,"1",1,0,0,0
"No",0,870805,39107.8526522796,8,0.0424208292490078,585,548.626982548123,"0",1,0,1,1
"No",0,189918,24738.6733202115,8.36304817410171,0.327618749718224,673,870.745589722216,"0",1,0,0,1
"No",0,651551,52217.9936341844,12.2418782678552,0.0807227003738461,664,493.542658029103,"0",1,0,0,0
"No",0,136343,23153.4122411797,14.4154087184201,0.0555143698957494,695,628.593799283478,"0",1,0,0,1
"No",0,210457,48693.6936163861,33.3238529829339,0.622236618418028,693,679.375782440724,"1",1,0,0,0
"No",0,93961,63580.2407106334,14.4414951469246,0.206130242183619,523,652.871139165851,"0",1,0,0,0
"No",0,86245,27213.8205058461,7,0.241890224846666,621,799.814535328036,"0",1,0,1,0
"No",0,343292,4487.65284843303,23.3312626697255,0.537601920511734,581,496.319233776594,"0",1,0,0,1
"No",0,876627,23509.9841314472,11,0.0437926163187446,683,620.628385015956,"0",1,0,1,1
"No",0,152528,17824.2022581878,22.3472761749612,0.12041257555933,534,652.724547944258,"0",1,0,0,0
"No",0,848222,528.581762842106,7,0.741834812763028,579,656.010744891047,"0",1,0,1,0
"No",0,747186,15268.0331451364,4,0.319972044162184,573,564.020383374895,"0",1,0,1,0
"No",0,618684,29786.6952299564,5,0.301008672428615,603,743.445661991956,"0",1,0,1,0
"No",0,975510,33509.89199287,6,0.0971229793688199,544,737.307047764678,"0",1,0,1,0
"No",0,321233,18129.6578211936,12,0.643198693039137,503,606.343107300207,"0",1,0,1,0
"No",0,232566,31501.9966805686,0,0.0848906248425159,502,601.225766569186,"0",1,0,1,0
"No",0,467204,29538.9225326412,2,0.160574456887616,688,749.499013936511,"0",1,0,1,1
"No",0,611926,60066.0732807225,17.0901298085372,0.101930571277055,506,484.472544520539,"0",1,0,0,1
"No",0,797959,7801.20456665166,14.3372586261588,0.396989149989643,522,604.371100406,"0",1,0,0,1
"No",0,64767,57918.4464552969,3,0.378454636758028,521,559.669452075261,"0",1,0,1,1
"No",0,424992,48842.3516169996,20.8867185017475,0.164993912353514,572,681.61626811648,"0",1,0,0,1
"No",0,378744,62270.1664145911,8,0.686106529007828,599,607.957763378756,"0",1,0,1,0
"No",0,548242,24690.2385128436,10,0.247329476245132,650,778.45377885664,"0",1,0,1,1
"No",0,501366,45767.754975532,3,0.688133016231673,646,784.483877486196,"0",1,0,1,0
"No",0,643002,45954.4903806788,20.726840456725,0.200426829278692,657,548.851133406403,"0",1,0,0,0
"No",0,190540,56450.4107701551,2,0.714662891738409,547,606.568723368451,"0",1,0,1,1
"No",0,785376,10185.4283713297,10,0.420053973120407,565,707.714306342372,"0",1,0,1,0
"No",0,715707,89189.5032195405,2,0.264413337334874,662,765.841285168365,"0",1,0,1,1
"No",0,729404,18525.41966138,8,0.0495435787728805,658,642.127682786482,"0",1,0,1,0
"No",0,116004,34729.4994880563,8,0.481502700961232,518,575.74777885985,"0",1,0,1,0
"No",0,650049,79944.870312865,10,0.3821646344468,694,602.520403575244,"0",1,0,1,1
"No",0,107228,63814.5806261064,16.0763572503886,0.0618795618222478,517,790.871111673464,"0",1,0,0,0
"No",0,161462,53821.0212393435,27.0692000386653,0.745241927168806,507,623.737034187884,"1",1,0,0,1
"No",0,606524,269.376857710908,12.4411115174831,0.319973076326983,630,603.236895559837,"0",1,0,0,1
"No",0,216730,28595.0426469292,17,0.188414014234473,587,742.84012506771,"0",1,0,1,1
"No",0,615991,14323.1938931381,29.2215440806952,0.0572900726631654,577,507.266761398505,"0",1,0,0,1
"No",0,111565,28814.1937976734,7,0.281833444326356,696,687.72102895835,"0",1,0,1,1
"Yes",1,135018,76455.4677930418,21.6618854217988,0.596314177120798,694,591.663818566239,"1",1,0,0,0
"No",0,467408,52271.1639743715,9,0.0994644030946464,683,710.998237601684,"0",1,0,1,1
"Yes",1,812792,52418.6276609658,18.3407279013537,0.800177275697956,537,546.261215651654,"1",1,0,0,1
"No",0,786970,49361.3626114911,4,0.185433213015667,605,611.801092976351,"0",1,0,1,0
"No",0,515530,36381.2475766363,8,0.686956660779494,655,683.283428809271,"0",1,0,1,1
"No",0,430324,65379.4312976488,7,0.477884452394185,674,605.69420589457,"0",1,0,1,1
"No",0,360799,86444.8012269755,2,0.353402300323014,632,815.695243409412,"0",1,0,1,1
"No",0,194927,44842.8877526538,16.3584412558409,0.345095347801763,678,548.023524703918,"0",1,0,0,0
"Yes",1,915169,138745.797889527,16.436455029111,0.913635482183226,688,701.49647950991,"1",1,0,0,0
"No",0,211584,29576.5044734447,11,0.0765369213322571,636,656.516895166664,"0",1,0,1,1
"No",0,351508,1856.13267235566,24.4867266579724,0.188311135136848,584,572.510335804565,"0",1,0,0,1
"No",0,82012,12188.4076703264,6,0.190040644344573,674,764.183758346425,"0",1,0,1,1
"No",0,834031,2972.12125106709,4,0.763176730420337,645,766.018816548415,"0",1,0,1,0
"No",0,360985,2561.55515761286,21.8074927297765,0.432281398528958,528,712.655148773993,"0",1,0,0,0
"No",0,628271,33841.3398962838,15.4181095184706,0.2996236104701,587,772.288775242263,"0",1,0,0,1
"No",0,686040,61756.5720866948,9.77026992855744,0.0939825348849946,687,668.535119877475,"0",1,0,0,0
"No",0,973681,62337.3163768032,14.7202948064427,0.246604748034645,621,775.446339597912,"0",1,0,0,0
"No",0,780240,13700.4473959877,10,0.224614032279468,542,668.664432831012,"0",1,0,1,1
"Yes",1,652749,133562.449408354,2,0.81625829069056,509,614.365366308828,"1",1,0,1,1
"No",0,576626,20498.7612324509,4,0.270499023359509,624,726.137044372378,"0",1,0,1,0
"No",0,133914,62087.2748558633,11.9241431653147,0.608932765555943,531,648.368021888557,"0",1,0,0,1
"No",0,932416,32355.7449796052,17.8214447948878,0.426988431184984,563,588.100186955886,"0",1,0,0,1
"No",0,342541,29378.86036496,20.7672014274472,0.353823657580436,514,719.867570389906,"0",1,0,0,0
"No",0,687303,8096.04060349231,3,0.154554907274024,673,604.30287846977,"0",1,0,1,1
"No",0,530126,5479.58434852042,16.200604494883,0.114435815545696,636,552.153161163894,"0",1,0,0,0
"No",0,901359,28215.4168401746,10,0.0320015267939569,522,566.739610342091,"0",1,0,1,1
"No",0,231822,23274.0738338078,2,0.223054326634584,631,671.09610988502,"0",1,0,1,0
"No",0,399650,53657.9428929094,8,0.202292763883556,614,696.126957991372,"0",1,0,1,1
"Yes",1,265641,70449.3810851606,26.3027637950546,0.645454398261551,676,598.275786571737,"1",1,0,0,0
"No",0,164877,41172.4789213976,7,0.0985597765409924,684,428.056220704973,"0",1,0,1,1
"No",0,997924,116450.689961003,0,0.280131583850175,528,530.239100050724,"0",1,0,1,0
"No",0,456043,61808.962216164,16.4671129752022,0.0985697256584854,625,556.199879862201,"0",1,0,0,0
"No",0,354313,55699.7547293114,8,0.286550328841095,574,601.779668153702,"0",1,0,1,0
"No",0,661705,24579.4883418834,14.8987441103949,0.288586327216802,639,510.608843172517,"0",1,0,0,1
"No",0,877715,36052.5082281211,18.3558028177402,0.346181089248651,655,778.61745403521,"0",1,0,0,0
"No",0,802723,66533.8552526336,2,0.206405564514557,620,817.36920444427,"0",1,0,1,1
"No",0,631396,29126.4067608623,10,0.148893875662967,629,598.821436019458,"0",1,0,1,1
"No",0,878674,8753.712544819,23.4512889753175,0.687502714212909,509,763.927779142758,"0",1,0,0,1
"No",0,882873,27769.7089160045,3,0.263445769749898,568,638.969438870059,"0",1,0,1,0
"No",0,759002,25666.8546053389,24.1832951507909,0.436793260202567,672,593.892358863934,"0",1,0,0,1
"No",0,172858,49245.8960671528,14.969602288265,0.166040711347331,658,615.564342496261,"0",1,0,0,0
"No",0,299868,14764.5681100284,6,0.433406043252712,569,559.156618267879,"0",1,0,1,0
"No",0,143314,44821.6259544658,18.6716886305541,0.652922965520507,503,495.099469136797,"0",1,0,0,1
"No",0,520698,6785.91689210675,24.9734376121552,0.0380970580975903,655,694.268669982264,"0",1,0,0,0
"No",0,352204,32086.9116511607,9,0.136761281956545,587,623.409354318958,"0",1,0,1,0
"No",0,125631,12459.245519517,28.3523799972502,0.310174717042091,638,767.564285181788,"0",1,0,0,1
"No",0,98197,105295.950695687,3,0.591113639978122,585,663.001962084662,"1",1,0,1,1
"No",0,500674,52797.316652509,21.3259397715724,0.256213622956702,547,807.172129293898,"0",1,0,0,1
"No",0,105752,28412.6780132927,14,0.111709546685778,554,719.983523085288,"0",1,0,1,0
"No",0,348421,16402.1978991034,11,0.146962477402236,503,550.704063789531,"0",1,0,1,0
"No",0,705884,17996.0047750198,3,0.334774217102005,627,685.614425066801,"0",1,0,1,0
"No",0,615041,13874.718032144,8,0.0945823548417784,657,670.30665689033,"0",1,0,1,0
"No",0,795174,59999.8605513701,13.6821332318326,0.205589449855593,542,821.940181668291,"0",1,0,0,1
"No",0,581996,44456.504439498,25.573535334213,0.0980409565430117,517,619.841192595006,"0",1,0,0,1
"Yes",1,387542,59352.803246935,1,0.90490085671661,693,643.446374008758,"1",1,0,1,0
"No",0,949363,14410.7465308003,18.0560291376688,0.904623248308586,584,604.837528611863,"1",1,0,0,0
"No",0,212706,6380.54869473337,18.0056864639699,0.233126236140113,574,569.13146838362,"0",1,0,0,0
"No",0,434366,27924.9165210065,21.9451053419323,0.149835259840129,684,728.77152562058,"0",1,0,0,0
"No",0,76929,27846.6603186886,20.535659285293,0.143699853507195,603,674.481149285567,"0",1,0,0,0
"No",0,405923,6979.24680227638,21.5300057916584,0.856724500986587,599,617.473010456179,"0",1,0,0,0
"No",0,56035,46244.5488611259,19.5293847073217,0.612967259871079,674,554.675922163802,"0",1,0,0,0
"No",0,363168,52639.0331755597,19.8569551419191,0.0567728727426873,603,801.204248909715,"0",1,0,0,0
"No",0,98032,42298.4933548141,0,0.292669191264674,610,491.02416973803,"0",1,0,1,1
"No",0,57446,52372.2539877127,18.4742651278503,0.0506244692662494,679,874.448781201099,"0",1,0,0,0
"No",0,237103,31815.4078726739,7,0.611274450915347,625,849.459985681403,"0",1,0,1,0
"No",0,508760,73605.7754378212,25.515942139083,0.549203575391787,581,689.912054341812,"1",1,0,0,1
"No",0,614348,58566.7722304323,3,0.111240134147335,698,639.268231589237,"0",1,0,1,0
"No",0,6905,12371.7094887945,4,0.0433426290866964,555,686.179915295353,"0",1,0,1,0
"No",0,63858,2162.29912953603,16.9163978009017,0.192354616517739,539,610.322863903601,"0",1,0,0,1
"No",0,216118,19515.8848611253,11,0.468807333607827,669,873.442708726323,"0",1,0,1,1
"No",0,65721,40787.4067050833,4,0.327300357242578,531,687.440645786923,"0",1,0,1,0
"No",0,880996,80012.0667420415,22.8169546237481,0.344601968393296,617,690.428762959726,"0",1,0,0,1
"No",0,19975,29299.0285734173,6,0.144191626040495,641,502.719329741592,"0",1,0,1,0
"No",0,189716,7669.24510548844,7,0.548370313517933,532,653.59961719186,"0",1,0,1,0
"No",0,29538,79098.3670957764,14.819701889247,0.33874214067845,558,669.639198979581,"0",1,0,0,0
"No",0,288140,53028.6902970177,12.1324141194514,0.130492704457027,656,587.705630751111,"0",1,0,0,1
"No",0,138263,10625.5627635245,5,0.306457622168355,553,806.900270951258,"0",1,0,1,1
"No",0,871185,40559.9271488334,8,0.336609313541903,603,625.484629360074,"0",1,0,1,0
"No",0,960786,48453.2397408532,16.8823370388907,0.0517809206358942,683,832.041038858857,"0",1,0,0,0
"No",0,341301,25142.3771626583,6,0.0774556609510004,637,744.049500659247,"0",1,0,1,1
"No",0,956002,33413.0865263317,6,0.154463696151451,558,674.999173925332,"0",1,0,1,0
"No",0,457557,2259.53714171095,6,0.688775787347985,589,610.37668635506,"0",1,0,1,1
"No",0,723289,72759.0230963228,2,0.120197980277504,683,569.961631376788,"0",1,0,1,0
"No",0,179890,31793.4780899638,23.3251132809912,0.0636419339444658,523,572.358235961809,"0",1,0,0,1
"No",0,852769,92537.0733378918,8,0.0345242837055419,519,614.425292364695,"0",1,0,1,0
"No",0,962188,84531.0710473205,10,0.42503875599076,694,737.563210316963,"0",1,0,1,1
"No",0,132885,5701.12984736261,23.2394121107949,0.575290971458479,697,804.487018561275,"0",1,0,0,0
"No",0,52949,40763.7526801062,16.2394891012929,0.526955004813724,620,594.569776347129,"0",1,0,0,0
"No",0,903847,33299.7456375876,18.3895810706324,0.799067276107131,553,756.010239139979,"1",1,0,0,0
"No",0,964188,50201.4330452018,17.0638135652164,0.620666674883141,648,732.081505796601,"0",1,0,0,1
"No",0,118987,56557.4367393925,3,0.216174099772474,633,574.511517184543,"0",1,0,1,1
"No",0,626577,54176.0807888375,21.460671315487,0.133410773384,563,481.250073224549,"0",1,0,0,0
"No",0,23142,50517.7985135815,25.7574390092786,0.615887100431392,636,587.884574958928,"1",1,0,0,1
"No",0,62424,43849.8775288445,9,0.4990968187886,603,670.851101074185,"0",1,0,1,1
"No",0,1555,54617.8649376241,15.758551567109,0.382979519838951,578,670.309167386087,"0",1,0,0,0
"No",0,747326,45277.8762670414,18.9959093995737,0.211964769461955,565,742.415675652243,"0",1,0,0,0
"No",0,2664,36340.6544305309,15,0.4176877659342,573,627.656602542107,"0",1,0,1,0
"No",0,345643,27067.2034748615,10,0.293275952279318,659,743.505385200164,"0",1,0,1,0
"No",0,309769,56256.9043864478,5,0.157721460325978,613,769.680096778405,"0",1,0,1,1
"No",0,547329,27384.9620703409,26.456627930548,0.110317914033752,640,697.905315904522,"0",1,0,0,0
"No",0,57507,60589.3772509512,12.36258876018,0.169207927763343,612,676.149117420354,"0",1,0,0,0
"No",0,487378,31813.0109807283,24.2318707559525,0.107541063716739,623,646.69588097347,"0",1,0,0,1
"No",0,335234,1653.13545806461,27.2630550270973,0.156048319455187,697,639.163869538724,"0",1,0,0,1
"No",0,578875,25512.6230076519,5,0.379403157326342,629,679.202150720257,"0",1,0,1,0
"No",0,750574,53213.9106244553,9,0.2001458759852,532,851.664977811326,"0",1,0,1,1
"No",0,56369,32543.6068001418,10,0.545587602974685,609,585.100916322648,"0",1,0,1,1
"No",0,998781,50335.253709065,3,0.26976999941791,509,647.105200788599,"0",1,0,1,0
"No",0,192799,36609.358051637,23.2848725016145,0.102119626877581,590,572.365697543454,"0",1,0,0,1
"No",0,155024,78037.785522439,6,0.283157915045155,613,685.754741697408,"0",1,0,1,1
"No",0,212309,54238.16529929,7,0.15179592114508,509,742.027293450918,"0",1,0,1,0
"No",0,289420,43939.2116536382,25.0885590100654,0.507528315788375,535,675.388813809248,"0",1,0,0,0
"No",0,818404,29466.0300289559,18.5913892800007,0.509469068408064,544,575.581593349519,"0",1,0,0,1
"No",0,631192,7160.16910736857,4,0.254352650901659,672,652.283495641202,"0",1,0,1,1
"No",0,916344,62085.5033717131,11,0.400725435709602,620,647.888947894038,"0",1,0,1,0
"No",0,366463,44666.648159596,18.1634736560631,0.226090386481787,676,749.54892138694,"0",1,0,0,1
"No",0,564985,14872.8334406897,18.7994432587927,0.750783094332044,650,579.078127825529,"0",1,0,0,0
"No",0,172163,67852.9406690056,10,0.29632202867341,502,616.096137211921,"0",1,0,1,1
"No",0,344321,14890.6398065145,15.6468221012585,0.326045034484756,674,639.445470128855,"0",1,0,0,0
"No",0,77381,91042.6432627292,19.9424700314276,0.294432525376229,625,619.843095583134,"0",1,0,0,0
"No",0,100779,96117.4976251049,24.2723346522223,0.16419990787574,634,643.737414016257,"0",1,0,0,0
"Yes",1,450596,24290.1065796263,8,1.14435719243436,602,734.894375053133,"1",1,0,1,0
"No",0,850,71874.4863070706,13.9504276073358,0.30812718286031,534,664.575019771778,"0",1,0,0,0
"No",0,680566,38553.0753951267,1,0.54648412435815,528,684.043590376063,"0",1,0,1,1
"No",0,747925,39022.4236499963,8,0.205717468859427,573,789.025459173879,"0",1,0,1,1
"No",0,690134,33757.7917572879,20.811629286937,0.35862266252052,512,696.866702991349,"0",1,0,0,0
